,secs,x,y,delay
63,1433753583,17.1028072546,29.5528472617,0.869
64,1433753583,17.0422051142,29.1086105569,0.904
65,1433753584,17.0879713899,28.8591355993,0.843
66,1433753584,17.0678924382,28.641104556,2.48
67,1433753594,17.0527461241,28.1436913694,0.949
68,1433753595,17.0527461241,28.1436913694,0.922
69,1433753595,17.0527461241,28.1436913694,0.812
70,1433753596,17.0527461241,28.1436913694,0.796
71,1433753596,17.0527461241,28.1436913694,0.936
72,1433753597,17.0527461241,28.1436913694,0.858
73,1433753597,17.0527461241,28.1436913694,0.83
74,1433753598,17.0527461241,28.1436913694,0.928
75,1433753598,17.0527461241,28.1436913694,0.804
76,1433753599,17.0527461241,28.1436913694,0.808
77,1433753599,17.0527461241,28.1436913694,1.22
78,1433753600,17.0527461241,28.1436913694,0.904
79,1433753600,17.0527461241,28.1436913694,0.797
80,1433753601,17.0527461241,28.1436913694,0.924
81,1433753601,17.0527461241,28.1436913694,0.821
82,1433753602,17.0527461241,28.1436913694,0.914
83,1433753602,17.0527461241,28.1436913694,0.896
84,1433753603,17.0527461241,28.1436913694,0.802
85,1433753603,17.0428911605,28.1403293578,0.878
86,1433753604,17.0428911605,28.1403293578,1.1
87,1433753604,17.0331178624,28.1393315278,0.85
88,1433753605,16.9827869004,28.1744413416,0.905
89,1433753605,16.7686509807,28.1810969947,2.73
90,1433753606,16.5436315967,28.2141067904,1.36
91,1433753606,16.2851127945,28.2479370367,0.913
92,1433753607,16.0434039396,28.2640195923,0.877
93,1433753607,15.7892875151,28.2135706098,3.24
94,1433753608,15.7892875151,28.2135706098,0.928
95,1433753608,15.5897738487,28.2510034032,0.908
96,1433753609,15.5897738487,28.2510034032,1.76
97,1433753609,15.5897738487,28.2510034032,2.17
98,1433753610,15.5897738487,28.2510034032,2.9
99,1433753610,15.5897738487,28.2510034032,0.906
100,1433753611,15.5897738487,28.2510034032,0.892
101,1433753611,15.5897738487,28.2510034032,2.6
102,1433753612,15.5897738487,28.2510034032,2.65
103,1433753612,15.5897738487,28.2510034032,0.931
104,1433753613,15.5897738487,28.2510034032,1.2
105,1433753613,15.5897738487,28.2510034032,0.896
106,1433753614,15.5897738487,28.2510034032,0.911
107,1433753614,15.5897738487,28.2510034032,0.934
108,1433753615,15.5897738487,28.2510034032,1.54
109,1433753615,15.5897738487,28.2510034032,0.899
110,1433753616,15.5897738487,28.2510034032,0.947
111,1433753616,15.5897738487,28.2510034032,0.822
112,1433753617,15.5096646692,28.2646406648,9.97
113,1433753617,15.4029684196,28.5262757634,1.36
114,1433753618,15.3329037205,28.762866242,0.89
115,1433753618,15.2481772301,28.9908236445,0.876
116,1433753619,15.1868619675,29.2226254286,0.911
117,1433753619,15.0354861165,29.4443053035,43.9
118,1433753620,14.9525355897,29.6937813076,1.05
119,1433753620,14.7850473997,29.9405404064,0.945
120,1433753621,14.7850473997,29.9405404064,2.23
121,1433753621,14.652513173,30.1507668032,0.856
122,1433753622,14.652513173,30.1507668032,0.952
123,1433753622,14.652513173,30.1507668032,1.76
124,1433753623,14.652513173,30.1507668032,0.88
125,1433753623,14.652513173,30.1507668032,6.08
126,1433753624,14.652513173,30.1507668032,3.76
127,1433753624,14.652513173,30.1507668032,0.92
128,1433753625,14.652513173,30.1507668032,2.02
129,1433753625,14.5160880178,30.3396411113,0.855
130,1433753626,14.5160880178,30.3396411113,0.817
131,1433753626,14.5169275975,30.3595275998,0.959
132,1433753627,14.5003733029,30.3612560329,0.881
133,1433753627,14.497810186,30.3495664404,0.897
134,1433753628,14.497810186,30.3495664404,3.1
135,1433753628,14.5950960133,30.2402360997,1.63
136,1433753629,14.739030164,30.0443214389,0.885
137,1433753629,14.8855479849,29.8557470278,1.21
138,1433753630,15.0834460667,29.6499715581,1.53
139,1433753630,15.2736417535,29.4511875112,0.874
140,1433753631,15.4141298484,29.2101811726,0.908
141,1433753631,15.6107874423,28.9501182791,0.85
142,1433753632,15.764687253,28.691352442,0.823
143,1433753632,15.764687253,28.691352442,11.5
144,1433753633,16.006271697,28.4604438615,0.922
145,1433753633,16.12444369,28.2365658739,0.867
146,1433753634,16.3042579183,28.0568607385,0.952
147,1433753634,16.4688202394,27.8465059116,0.922
148,1433753635,16.4688202394,27.8465059116,0.894
149,1433753635,16.6397771862,27.6472483878,2.17
150,1433753636,16.6397771862,27.6472483878,0.869
151,1433753636,16.6397771862,27.6472483878,0.91
152,1433753637,16.6397771862,27.6472483878,0.889
153,1433753637,16.6397771862,27.6472483878,0.914
154,1433753638,16.6397771862,27.6472483878,0.912
155,1433753638,16.6397771862,27.6472483878,0.888
156,1433753639,16.6397771862,27.6472483878,0.862
157,1433753639,16.6397771862,27.6472483878,0.833
158,1433753640,16.7430341317,27.5584331333,6.28
159,1433753640,16.7448348238,27.5522011882,1.81
160,1433753641,16.7615741911,27.538093726,1.67
161,1433753641,16.7615741911,27.538093726,1.2
162,1433753642,16.7366051139,27.5271568791,0.931
163,1433753642,16.5980763151,27.7266716993,0.941
164,1433753643,16.4856941146,27.93500044,1.15
165,1433753643,16.3934091675,28.1604126451,0.867
166,1433753644,16.2403461805,28.369259766,0.818
167,1433753644,16.1303633668,28.616226796,0.885
168,1433753645,16.0415333831,28.8534699517,1.62
169,1433753645,15.9273056779,29.0579620481,1.62
170,1433753646,15.8322214931,29.3352017414,0.836
171,1433753646,15.770997153,29.6255156807,0.869
172,1433753647,15.7163794354,29.9225624469,0.917
173,1433753647,15.6158610205,30.1038619869,13.1
174,1433753648,15.4464064518,30.3285803553,1.98
175,1433753648,15.3643123387,30.5351843248,2.15
176,1433753649,15.2829199743,30.7329779571,0.983
177,1433753649,15.1918647093,30.9439387601,0.829
178,1433753650,15.1045886835,31.2082059426,0.876
179,1433753650,14.9653793077,31.449000058,1.23
180,1433753651,14.9134381948,31.6912758085,0.895
181,1433753651,14.8057811047,31.942672245,0.905
182,1433753652,14.6994169086,32.1935178864,1.05
183,1433753652,14.6775073836,32.4024611892,0.908
184,1433753653,14.697342017,32.6595104795,0.877
185,1433753653,14.6072917776,32.9328960123,3.51
186,1433753654,14.4197353231,33.1819890749,0.916
187,1433753654,14.2776812528,33.4087938521,0.897
188,1433753655,14.2776812528,33.4087938521,0.896
189,1433753655,14.2776812528,33.4087938521,0.894
190,1433753656,14.1516827561,33.6150732821,0.888
191,1433753656,14.1516827561,33.6150732821,0.898
192,1433753657,14.1516827561,33.6150732821,0.912
193,1433753657,14.1516827561,33.6150732821,0.927
194,1433753658,14.1546275726,33.6104535171,3.37
195,1433753658,14.1320730458,33.6349240972,0.911
196,1433753659,14.1202740579,33.6289621655,1.09
197,1433753659,14.1235194617,33.6084912549,0.892
198,1433753660,14.1497988918,33.6055347741,0.892
199,1433753660,14.1379831695,33.5982193059,1.53
200,1433753661,14.3259492485,33.3949422856,0.969
201,1433753661,14.5452020968,33.1657986008,0.945
202,1433753662,14.7240955858,32.9560983979,0.899
203,1433753662,14.8920583661,32.6844274946,0.904
204,1433753663,15.1203612572,32.5140917045,0.867
205,1433753663,15.1203612572,32.5140917045,0.898
206,1433753664,15.3810762942,32.252900399,0.841
207,1433753664,15.6355464184,32.1082318344,0.912
208,1433753665,15.872450388,31.9324009749,0.954
209,1433753665,16.130939446,31.7731279315,0.866
210,1433753666,16.2965766177,31.5865518608,0.846
211,1433753666,16.5578333731,31.3884648985,1.01
212,1433753667,16.7432642603,31.2162280332,0.839
213,1433753667,16.7888929119,31.1866158353,0.859
214,1433753668,17.0634645149,31.0087480489,0.883
215,1433753668,17.0634645149,31.0087480489,0.917
216,1433753669,17.259408853,30.8423994337,0.857
217,1433753669,17.259408853,30.8423994337,0.939
218,1433753670,17.259408853,30.8423994337,0.854
219,1433753670,17.259408853,30.8423994337,4.49
220,1433753671,17.259408853,30.8423994337,0.908
221,1433753671,17.3612030084,30.7290306828,0.905
222,1433753672,17.3612030084,30.7290306828,0.879
223,1433753672,17.3690073956,30.7145843313,3.13
224,1433753673,17.3670717632,30.72790874,0.854
225,1433753673,17.1539516779,30.7681488599,0.835
226,1433753674,16.9064490695,30.7664470529,0.939
227,1433753674,16.665722938,30.7711846579,0.887
228,1433753675,16.3966571588,30.7657780544,0.797
229,1433753675,16.1408632369,30.7532328877,0.836
230,1433753676,15.663698462,30.6627359587,2.68
231,1433753677,15.4424498627,30.6508078433,0.907
232,1433753677,15.2148007945,30.5675786273,0.926
233,1433753678,14.9756810905,30.5124459353,0.81
234,1433753678,14.7396551505,30.4363436852,0.807
235,1433753679,14.5023101537,30.3968792088,1.24
236,1433753679,14.288054653,30.3672921115,0.889
237,1433753680,14.288054653,30.3672921115,1.11
238,1433753680,14.0635913856,30.4376774332,0.854
239,1433753681,14.0635913856,30.4376774332,0.828
240,1433753681,14.0635913856,30.4376774332,0.901
241,1433753682,14.0635913856,30.4376774332,0.895
242,1433753682,13.8616907172,30.44372406,0.851
243,1433753683,13.8616907172,30.44372406,0.922
244,1433753683,13.8616907172,30.44372406,0.892
245,1433753684,13.8616907172,30.44372406,0.858
246,1433753684,13.8616907172,30.44372406,0.891
247,1433753685,13.8616907172,30.44372406,0.948
248,1433753685,13.8616907172,30.44372406,0.896
249,1433753686,13.8616907172,30.44372406,0.875
250,1433753686,13.8616907172,30.44372406,0.831
251,1433753687,13.8616907172,30.44372406,0.937
252,1433753687,13.8234785956,30.4570195415,0.855
253,1433753688,13.8169046524,30.3738609273,0.833
254,1433753688,13.8054241141,30.3140233054,0.861
255,1433753689,13.7916031469,30.2956656047,0.848
256,1433753689,13.8116034052,30.3105631444,0.896
257,1433753690,14.040474725,30.3691716937,3.03
258,1433753690,14.2868078471,30.4123635869,0.883
259,1433753691,14.5362165609,30.4637072639,0.861
260,1433753691,14.7663918361,30.4746648271,0.896
261,1433753692,15.0220226619,30.4967930034,2.73
262,1433753692,15.28488193,30.5149129318,0.87
263,1433753693,15.5044793743,30.5750586745,2.83
264,1433753693,15.7369761926,30.5520874832,0.903
265,1433753694,15.9947623676,30.5842949562,0.853
266,1433753694,16.240570333,30.6376874768,1.62
267,1433753695,16.240570333,30.6376874768,0.899
268,1433753695,16.4458356898,30.5997295067,0.853
269,1433753696,16.4458356898,30.5997295067,0.888
270,1433753696,16.5194574676,30.5604251754,0.884
271,1433753697,16.5412781066,30.5555174851,3.18
272,1433753697,16.5162584179,30.3448437761,0.771
273,1433753698,16.5073765107,30.0603279716,0.882
274,1433753698,16.4824915596,29.8033179018,0.869
275,1433753699,16.4497745883,29.515059493,4.96
276,1433753699,16.4609383488,29.2990894694,0.959
277,1433753700,16.4609383488,29.2990894694,0.851
278,1433753700,16.4926980932,29.115245455,1.25
279,1433753701,16.4926980932,29.115245455,1.14
280,1433753701,16.4926980932,29.115245455,1.13
281,1433753702,16.4926980932,29.115245455,0.816
282,1433753702,16.4926980932,29.115245455,0.872
283,1433753703,16.4926980932,29.115245455,0.9
284,1433753703,16.4926980932,29.115245455,1.16
285,1433753704,16.4926980932,29.115245455,0.848
286,1433753704,16.4926980932,29.115245455,2.45
287,1433753705,16.4926980932,29.115245455,0.855
288,1433753705,16.5091716805,28.8740274542,0.878
289,1433753706,16.6665115585,28.6843387862,0.79
290,1433753706,16.718653899,28.4516547142,0.865
291,1433753707,16.7434063897,28.2210000521,0.884
292,1433753707,16.8284301557,27.9606391235,0.891
293,1433753708,16.8284301557,27.9606391235,1.2
294,1433753708,16.8097312733,27.7647165143,0.938
295,1433753709,16.8097312733,27.7647165143,0.846
296,1433753709,16.7849240064,27.7174526178,8.59
297,1433753710,16.8018749013,27.7370349084,2.29
298,1433753710,16.7712314073,27.7000622358,0.901
299,1433753711,16.805138927,27.7346246144,0.855
300,1433753711,16.8015299359,27.7302216401,0.879
301,1433753712,16.7495680821,28.0160875972,1.87
302,1433753712,16.6761997399,28.2216185381,0.938
303,1433753713,16.6049107476,28.4407831736,0.809
304,1433753713,16.5066067958,28.8684258897,0.826
305,1433753714,16.4564439614,29.0982424417,0.811
306,1433753714,16.3627421689,29.3282770834,0.859
307,1433753715,16.3199946891,29.5666318118,0.777
308,1433753715,16.3022766679,29.5976200794,1.41
309,1433753716,16.2070583554,29.8225783386,0.883
310,1433753716,16.1233060048,30.0483556213,0.843
311,1433753717,16.0332057209,30.2976088959,0.881
312,1433753717,15.9674438529,30.476363757,0.91
313,1433753718,15.8752937129,30.6888356915,0.812
314,1433753718,15.78289399,30.9339325594,0.828
315,1433753719,15.6978950882,31.1431556237,0.817
316,1433753719,15.6183294919,31.3658213696,0.906
317,1433753720,15.4937594186,31.8127799553,0.833
318,1433753720,15.3451326229,32.0701098381,0.916
319,1433753721,15.2795067712,32.3199881699,0.835
320,1433753721,15.1725168264,32.5519572752,0.883
321,1433753722,15.1403120042,32.7994431136,1.0
322,1433753722,15.0364545512,32.9978177334,0.911
323,1433753723,14.9688880776,33.2451554816,0.848
324,1433753723,14.9688880776,33.2451554816,0.911
325,1433753724,14.8519250686,33.4733909498,0.831
326,1433753724,14.7928478525,33.6753903141,0.913
327,1433753725,14.7928478525,33.6753903141,0.848
328,1433753725,14.7928478525,33.6753903141,0.874
329,1433753726,14.7928478525,33.6753903141,0.925
330,1433753726,14.7928478525,33.6753903141,0.866
331,1433753727,14.7725637643,33.7578416097,0.897
332,1433753727,14.7796757012,33.7623373876,0.895
333,1433753728,14.7516447967,33.7858114775,0.809
334,1433753728,14.7452981112,33.8128718611,0.87
335,1433753729,14.7452981112,33.8128718611,0.8
336,1433753729,14.7468866253,33.8259903286,0.929
337,1433753730,14.7468866253,33.8259903286,0.787
338,1433753730,14.7468866253,33.8259903286,0.886
339,1433753731,14.7468866253,33.8259903286,0.859
340,1433753731,14.7468866253,33.8259903286,0.868
341,1433753732,14.7468866253,33.8259903286,1.06
342,1433753732,14.7468866253,33.8259903286,0.884
343,1433753733,14.7468866253,33.8259903286,0.848
344,1433753733,14.7468866253,33.8259903286,1.34
345,1433753744,14.7468866253,33.8259903286,0.987
346,1433753744,14.7468866253,33.8259903286,0.876
347,1433753745,14.7468866253,33.8259903286,0.962
348,1433753745,14.7468866253,33.8259903286,0.904
349,1433753746,14.7468866253,33.8259903286,0.893
350,1433753746,14.7468866253,33.8259903286,0.804
351,1433753747,14.7468866253,33.8259903286,1.64
352,1433753747,14.7468866253,33.8259903286,0.938
353,1433753748,14.7468866253,33.8259903286,0.917
354,1433753748,14.7468866253,33.8259903286,0.871
355,1433753749,14.7468866253,33.8259903286,0.913
356,1433753749,14.7468866253,33.8259903286,0.918
357,1433753750,14.9080777887,33.5977902605,0.836
358,1433753750,15.0982261559,33.4346190252,0.926
359,1433753751,15.1140661244,33.4125441571,0.874
360,1433753751,15.3342087406,33.2543496205,0.914
361,1433753752,15.6155863514,33.1304151181,0.821
362,1433753752,15.8395566118,32.9434349406,0.986
363,1433753753,15.8395566118,32.9434349406,0.83
364,1433753753,16.0213326821,32.7840467755,0.812
365,1433753754,16.0367593977,32.7980757662,0.852
366,1433753754,16.0367593977,32.7980757662,0.896
367,1433753755,16.0367593977,32.7980757662,0.913
368,1433753755,16.0367593977,32.7980757662,1.07
369,1433753756,16.0367593977,32.7980757662,1.04
370,1433753756,16.0367593977,32.7980757662,0.934
371,1433753757,16.0367593977,32.7980757662,0.877
372,1433753757,16.0367593977,32.7980757662,0.857
373,1433753758,16.1223542562,32.4180246815,0.874
374,1433753758,16.1327334644,32.154908395,0.818
375,1433753759,16.1317482485,31.9112240361,0.856
376,1433753759,16.1501221623,31.6918384224,0.796
377,1433753760,16.1265792931,31.4600366344,3.92
378,1433753760,16.1520955678,31.2029633092,0.933
379,1433753761,16.2306652878,30.9370457685,0.854
380,1433753761,16.2351314956,30.8783950285,0.942
381,1433753762,16.2560294396,30.6524609574,1.79
382,1433753762,16.2599500852,30.4852540246,1.34
383,1433753763,16.256022743,30.2825408532,0.939
384,1433753763,16.256022743,30.2825408532,3.83
385,1433753764,16.235535925,30.0454889766,0.925
386,1433753764,16.235535925,30.0454889766,0.88
387,1433753765,16.235535925,30.0454889766,0.852
388,1433753765,16.235535925,30.0454889766,1.25
389,1433753766,16.235535925,30.0454889766,0.915
390,1433753766,16.235535925,30.0454889766,0.895
391,1433753767,16.235535925,30.0454889766,0.867
392,1433753767,16.235535925,30.0454889766,0.924
393,1433753768,16.235535925,30.0454889766,0.89
394,1433753768,16.3583296996,29.7736176165,1.21
395,1433753769,16.3875149505,29.5357056773,1.13
396,1433753769,16.3917444252,29.2948297764,0.828
397,1433753770,16.3591420337,29.0617715509,0.818
398,1433753770,16.376133237,28.8490669273,0.912
399,1433753771,16.3992204789,28.6075343332,0.921
400,1433753771,16.3586968394,28.3358183963,0.875
401,1433753772,16.3840961286,28.0634701862,0.925
402,1433753772,16.3913114667,27.8254713346,0.898
403,1433753773,16.3998788401,27.5888810037,0.892
404,1433753773,16.3998788401,27.5888810037,1.12
405,1433753774,16.3998788401,27.5888810037,0.825
406,1433753774,16.3998788401,27.5888810037,0.918
407,1433753775,16.3998788401,27.5888810037,2.37
408,1433753775,16.3998788401,27.5888810037,1.21
409,1433753776,16.3998788401,27.5888810037,0.795
410,1433753776,16.3998788401,27.5888810037,0.835
411,1433753777,16.3661379258,27.3702299307,30.9
412,1433753777,16.3661379258,27.3702299307,0.892
413,1433753778,15.9226532438,27.3806231767,0.903
414,1433753779,15.9226532438,27.3806231767,0.879
415,1433753779,15.9226532438,27.3806231767,0.936
416,1433753780,15.9226532438,27.3806231767,0.877
417,1433753780,15.9226532438,27.3806231767,0.878
418,1433753781,15.9226532438,27.3806231767,0.825
419,1433753781,15.9226532438,27.3806231767,2.58
420,1433753782,15.9226532438,27.3806231767,0.9
421,1433753782,16.1382523182,27.4000490867,2.57
422,1433753783,16.1382523182,27.4000490867,0.884
423,1433753783,16.1382523182,27.4000490867,0.876
424,1433753784,16.2339578704,27.6358703257,3.37
425,1433753784,16.2339578704,27.6358703257,0.863
426,1433753785,16.4289074402,27.6521892279,0.926
427,1433753785,16.647805011,27.650293306,0.906
428,1433753786,16.647805011,27.650293306,0.873
429,1433753786,16.881104925,27.6525760811,0.914
430,1433753787,16.881104925,27.6525760811,0.865
431,1433753787,17.1156553704,27.6622096892,1.32
432,1433753788,17.1156553704,27.6622096892,0.924
433,1433753788,17.1156553704,27.6622096892,1.27
434,1433753789,17.2496117207,27.8546543069,0.93
435,1433753789,17.2496117207,27.8546543069,0.904
436,1433753790,17.4628693546,27.8643434655,1.38
437,1433753790,17.4628693546,27.8643434655,1.22
438,1433753791,17.6596753009,27.8679202361,1.33
439,1433753791,17.6596753009,27.8679202361,0.876
440,1433753792,17.6596753009,27.8679202361,1.3
441,1433753792,17.745744723,27.8797448616,0.866
442,1433753793,17.7410014625,27.8535660293,0.917
443,1433753793,17.748748646,27.8702690551,0.874
444,1433753794,17.757436467,27.8710009662,0.874
445,1433753794,17.7480224238,27.9529447211,0.907
446,1433753795,17.6625999771,28.1728288735,0.873
447,1433753795,17.5693911383,28.3824855466,0.794
448,1433753796,17.4669067875,28.6051523493,0.849
449,1433753796,17.4104456251,28.8227434,1.07
450,1433753797,17.3565548675,29.0354745676,1.21
451,1433753797,17.2648163717,29.2773570853,0.931
452,1433753798,17.1148367419,29.4936857376,0.892
453,1433753798,17.0372815734,29.7255675046,0.912
454,1433753799,16.8896052088,29.9356227346,0.866
455,1433753799,16.8388757174,30.1286214891,0.902
456,1433753800,16.8388757174,30.1286214891,0.884
457,1433753800,16.8388757174,30.1286214891,1.14
458,1433753801,16.7642247061,30.3010710237,0.889
459,1433753801,16.7642247061,30.3010710237,0.858
460,1433753802,16.5019691357,30.2494198781,0.88
461,1433753802,16.2193137314,30.2642165117,0.892
462,1433753803,15.9807902628,30.2609659422,0.92
463,1433753803,15.7361829025,30.2556972988,0.918
464,1433753804,15.4969939255,30.2044346047,24.0
465,1433753804,15.2429140986,30.1676862403,0.911
466,1433753805,15.0109003655,30.1416098707,0.902
467,1433753805,14.7799176197,30.136393081,0.916
468,1433753806,14.6035662545,30.0839574964,1.25
469,1433753806,14.3326253179,30.1164110343,0.925
470,1433753807,14.0914464256,30.1490427976,2.45
471,1433753807,13.7930371721,30.2807836555,0.868
472,1433753808,13.5462189766,30.2971062979,0.909
473,1433753808,13.2927352647,30.2509426624,0.844
474,1433753809,13.0890362787,30.1631448369,0.853
475,1433753809,12.9194234332,29.9965869781,1.18
476,1433753810,12.7583398059,29.8837073987,0.872
477,1433753810,12.7583398059,29.8837073987,0.868
478,1433753811,12.7583398059,29.8837073987,0.901
479,1433753811,12.7583398059,29.8837073987,0.833
480,1433753812,12.5991583965,29.7572017835,1.13
481,1433753812,12.5694274681,29.5184018473,0.911
482,1433753813,12.5320803224,29.288141459,0.836
483,1433753813,12.4910494698,29.0663409396,1.23
484,1433753814,12.4568024237,28.7864099535,6.4
485,1433753814,12.4389891517,28.5548672052,0.842
486,1433753815,12.4389891517,28.5548672052,0.898
487,1433753815,12.3624340288,28.3072598166,0.934
488,1433753816,12.3029672129,28.0543529222,0.893
489,1433753816,12.1880363065,27.8066020748,1.58
490,1433753817,12.1853796899,27.5943810703,1.33
491,1433753817,12.1853796899,27.5943810703,0.887
492,1433753818,12.1081107124,27.3660657497,0.925
493,1433753818,12.1081107124,27.3660657497,0.967
494,1433753819,12.0739649879,27.157251584,0.844
495,1433753819,12.0739649879,27.157251584,0.865
496,1433753820,12.0739649879,27.157251584,2.0
497,1433753820,12.0739649879,27.157251584,0.873
498,1433753821,12.0739649879,27.157251584,0.87
499,1433753821,12.0739649879,27.157251584,4.84
500,1433753822,12.0739649879,27.157251584,2.1
501,1433753822,12.0739649879,27.157251584,2.15
502,1433753823,12.0739649879,27.157251584,0.982
503,1433753823,12.0739649879,27.157251584,0.859
504,1433753824,12.0739649879,27.157251584,0.922
505,1433753824,12.0739649879,27.157251584,1.92
506,1433753825,12.0739649879,27.157251584,0.876
507,1433753825,12.0739649879,27.157251584,0.922
508,1433753826,12.0739649879,27.157251584,0.916
509,1433753826,12.0739649879,27.157251584,0.916
510,1433753827,12.0739649879,27.157251584,0.869
511,1433753827,12.0739649879,27.157251584,0.976
512,1433753828,12.0739649879,27.157251584,0.848
513,1433753828,12.0739649879,27.157251584,0.894
514,1433753829,12.0739649879,27.157251584,0.936
515,1433753829,12.0739649879,27.157251584,0.841
516,1433753830,12.0739649879,27.157251584,0.82
517,1433753830,12.0739649879,27.157251584,1.02
518,1433753831,12.0739649879,27.157251584,3.07
519,1433753831,12.0739649879,27.157251584,0.866
520,1433753832,12.0739649879,27.157251584,0.846
521,1433753832,12.0739649879,27.157251584,0.812
522,1433753833,12.0739649879,27.157251584,0.855
523,1433753833,12.0739649879,27.157251584,0.803
524,1433753834,12.0739649879,27.157251584,0.857
525,1433753834,12.0739649879,27.157251584,2.08
526,1433753835,12.0739649879,27.157251584,0.82
527,1433753835,12.0739649879,27.157251584,0.852
528,1433753836,12.0739649879,27.157251584,0.862
529,1433753836,12.0739649879,27.157251584,0.865
530,1433753837,12.0739649879,27.157251584,0.825
531,1433753837,12.0739649879,27.157251584,0.845
532,1433753838,12.0739649879,27.157251584,0.832
533,1433753838,12.0739649879,27.157251584,0.877
534,1433753839,12.0739649879,27.157251584,0.854
535,1433753839,12.0739649879,27.157251584,4.24
536,1433753840,12.0739649879,27.157251584,2.06
537,1433753840,12.0739649879,27.157251584,1.19
538,1433753841,12.0739649879,27.157251584,0.824
539,1433753841,12.0739649879,27.157251584,0.828
540,1433753842,12.0739649879,27.157251584,1.19
541,1433753842,12.0739649879,27.157251584,0.981
542,1433753843,12.0739649879,27.157251584,0.958
543,1433753843,12.0739649879,27.157251584,0.897
544,1433753844,12.0739649879,27.157251584,0.877
545,1433753844,12.0739649879,27.157251584,0.887
546,1433753845,12.0739649879,27.157251584,0.868
547,1433753845,12.0739649879,27.157251584,1.04
548,1433753846,12.0739649879,27.157251584,0.917
549,1433753846,12.0739649879,27.157251584,0.873
550,1433753847,12.0739649879,27.157251584,0.854
551,1433753847,12.0739649879,27.157251584,0.772
552,1433753848,12.0739649879,27.157251584,0.852
553,1433753848,12.0739649879,27.157251584,0.901
554,1433753849,12.0739649879,27.157251584,0.903
555,1433753849,12.1060786124,26.9637714649,0.908
556,1433753850,12.2097379728,26.7236912923,1.27
557,1433753850,12.2634989502,26.4755409041,0.898
558,1433753851,12.2850054817,26.2589356338,0.883
559,1433753851,12.2850054817,26.2589356338,0.953
560,1433753852,12.2048710304,25.9794344939,1.02
561,1433753852,12.2048710304,25.9794344939,0.913
562,1433753853,12.2048710304,25.9794344939,0.84
563,1433753853,12.2048710304,25.9794344939,8.47
564,1433753854,12.298331745,25.7752658886,0.876
565,1433753854,12.2848191352,25.5656712646,0.918
